,CustomerID,ItemCategory1,Item_Cat_1_count,Item_Cat_1_amount
3608,1000430,1,3,54057
3609,1000430,3,1,13445
3610,1000430,4,1,3520
3611,1000430,5,20,142880
3612,1000430,8,8,46150
3613,1000431,1,13,185454
3614,1000431,10,1,18690
3615,1000431,11,1,1576
3616,1000431,13,1,744
3617,1000431,2,5,52441
3618,1000431,3,3,32066
3619,1000431,4,2,4250
3620,1000431,5,5,30054
3621,1000431,6,2,36838
3622,1000431,8,9,65665
3623,1000431,9,1,14459
3624,1000432,1,5,74482
3625,1000432,13,1,768
3626,1000432,14,1,7461
3627,1000432,5,19,101666
3628,1000432,8,9,53714
3629,1000433,1,2,19299
3630,1000433,3,3,32217
3631,1000433,5,19,119918
3632,1000433,8,3,16413
3633,1000434,1,3,43037
3634,1000434,11,1,4582
3635,1000434,3,2,26746
3636,1000434,4,3,6336
3637,1000434,5,11,78510
3638,1000434,7,2,33755
3639,1000434,8,3,29707
3640,1000435,1,51,786476
3641,1000435,11,1,1486
3642,1000435,13,3,1877
3643,1000435,16,6,79173
3644,1000435,5,2,12201
3645,1000435,6,2,16662
3646,1000435,8,5,41706
3647,1000436,1,26,349744
3648,1000436,11,1,4644
3649,1000436,13,1,758
3650,1000436,2,17,208713
3651,1000436,3,2,26860
3652,1000436,4,6,15731
3653,1000436,5,10,63406
3654,1000436,6,1,8087
3655,1000436,8,10,96061
3656,1000436,9,1,23143
3657,1000437,1,8,131711
3658,1000437,18,2,6831
3659,1000437,2,2,25858
3660,1000437,3,8,89699
3661,1000437,5,3,19529
3662,1000437,8,9,81627
3663,1000438,1,70,936340
3664,1000438,10,1,23256
3665,1000438,11,18,79950
3666,1000438,13,1,758
3667,1000438,15,4,72175
3668,1000438,16,3,49814
3669,1000438,18,1,2394
3670,1000438,2,17,186935
3671,1000438,3,26,264790
3672,1000438,4,24,44789
3673,1000438,5,112,714252
3674,1000438,6,8,118847
3675,1000438,7,2,36881
3676,1000438,8,34,260931
3677,1000439,1,15,225888
3678,1000439,11,1,1700
3679,1000439,12,1,1064
3680,1000439,15,1,12546
3681,1000439,2,2,25871
3682,1000439,4,1,3539
3683,1000439,5,13,87823
3684,1000439,6,3,52589
3685,1000439,8,17,138680
3686,1000440,1,10,135458
3687,1000440,5,4,19642
3688,1000441,1,13,229078
3689,1000441,10,1,19190
3690,1000441,15,2,25753
3691,1000441,18,1,3814
3692,1000441,2,2,29163
3693,1000441,4,2,6367
3694,1000441,5,3,21102
3695,1000441,8,5,32200
3696,1000442,1,50,769916
3697,1000442,11,4,25737
3698,1000442,12,1,1091
3699,1000442,13,1,941
3700,1000442,15,2,21566
3701,1000442,16,2,17504
3702,1000442,2,9,114475
3703,1000442,3,6,62162
3704,1000442,4,7,18918
3705,1000442,5,115,783653
3706,1000442,6,6,94515
3707,1000442,7,3,46299
3708,1000442,8,37,292217
3709,1000442,9,1,9444
3710,1000443,1,7,105644
3711,1000443,11,1,6156
3712,1000443,4,2,5596
3713,1000443,5,1,8846
3714,1000443,6,7,86091
3715,1000443,8,4,37546
3716,1000444,1,7,108998
3717,1000444,12,2,2435
3718,1000444,13,1,741
3719,1000444,15,1,21098
3720,1000444,17,1,7967
3721,1000444,2,2,28838
3722,1000444,3,2,16555
3723,1000444,4,2,4898
3724,1000444,5,27,182988
3725,1000444,6,4,65186
3726,1000444,8,22,184651
3727,1000445,1,62,783169
3728,1000445,10,2,37209
3729,1000445,11,17,76077
3730,1000445,12,1,1741
3731,1000445,13,2,1517
3732,1000445,15,11,136980
3733,1000445,16,6,82343
3734,1000445,18,1,3136
3735,1000445,2,12,138211
3736,1000445,3,1,13280
3737,1000445,4,2,5638
3738,1000445,5,23,129337
3739,1000445,6,2,36165
3740,1000445,8,18,139758
3741,1000446,1,1,15782
3742,1000446,11,1,7621
3743,1000446,13,1,952
3744,1000446,15,1,21186
3745,1000446,16,2,41135
3746,1000446,2,1,16305
3747,1000446,3,2,26953
3748,1000446,5,7,61130
3749,1000446,8,14,135968
3750,1000447,18,1,3880
3751,1000447,2,1,15975
3752,1000447,3,3,37041
3753,1000447,4,2,6983
3754,1000447,5,2,15727
3755,1000447,8,9,87492
3756,1000448,1,2,26828
3757,1000448,10,1,9724
3758,1000448,16,2,28735
3759,1000448,4,1,2816
3760,1000448,5,4,22668
3761,1000448,8,1,10061
3762,1000449,1,8,142882
3763,1000449,11,8,45628
3764,1000449,2,5,49328
3765,1000449,3,2,16357
3766,1000449,4,3,7748
3767,1000449,5,6,37170
3768,1000450,1,4,61965
3769,1000450,11,2,15121
3770,1000450,13,1,760
3771,1000450,3,2,24353
3772,1000450,4,2,6356
3773,1000450,5,9,65240
3774,1000450,6,1,16029
3775,1000450,7,1,16984
3776,1000450,8,6,49808
3777,1000451,1,8,144273
3778,1000451,10,3,70030
3779,1000451,11,3,19622
3780,1000451,12,2,3486
3781,1000451,13,2,1697
3782,1000451,16,3,49420
3783,1000451,18,1,3863
3784,1000451,2,4,58414
3785,1000451,3,4,46167
3786,1000451,4,1,3499
3787,1000451,5,21,159655
3788,1000451,6,5,96709
3789,1000451,7,1,20515
3790,1000451,8,57,498362
3791,1000452,1,22,399513
3792,1000452,11,7,46537
3793,1000452,12,2,2522
3794,1000452,15,1,16683
3795,1000452,18,1,3861
3796,1000452,2,2,26083
3797,1000452,3,2,24331
3798,1000452,5,13,93648
3799,1000452,6,4,80869
3800,1000452,8,19,166091
3801,1000453,1,57,783263
3802,1000453,10,3,65896
3803,1000453,11,1,3221
3804,1000453,12,1,1434
3805,1000453,15,2,42011
3806,1000453,16,5,66504
3807,1000453,2,20,245151
3808,1000453,3,10,100871
3809,1000453,4,5,9917
3810,1000453,5,81,492659
3811,1000453,6,10,151517
3812,1000453,7,2,36980
3813,1000453,8,30,250285
3814,1000454,1,22,196410
3815,1000454,11,5,9466
3816,1000454,12,1,342
3817,1000454,13,1,407
3818,1000454,14,1,14897
3819,1000454,15,4,63982
3820,1000454,18,1,3130
3821,1000454,2,8,97850
3822,1000454,3,7,41378
3823,1000454,4,3,5654
3824,1000454,5,61,385029
3825,1000454,6,8,138722
3826,1000454,8,25,206609
3827,1000455,1,5,81543
3828,1000455,5,6,45743
3829,1000455,8,2,12123
3830,1000456,1,32,434457
3831,1000456,10,1,10118
3832,1000456,11,4,19859
3833,1000456,13,3,1545
3834,1000456,15,2,25964
3835,1000456,16,3,45269
3836,1000456,18,3,6914
3837,1000456,2,5,58078
3838,1000456,3,7,89339
3839,1000456,5,13,82822
3840,1000456,6,4,49668
3841,1000456,8,13,87457
3842,1000456,9,1,13903
3843,1000457,1,28,373989
3844,1000457,10,1,5226
3845,1000457,11,10,55473
3846,1000457,13,2,1329
3847,1000457,15,2,34329
3848,1000457,16,6,86401
3849,1000457,17,1,7849
3850,1000457,2,2,29135
3851,1000457,4,1,3534
3852,1000457,5,41,268271
3853,1000457,6,7,98932
3854,1000457,8,39,294309
3855,1000458,1,7,109845
3856,1000458,11,5,25497
3857,1000458,2,4,42925
3858,1000458,5,4,18094
3859,1000458,6,1,20385
3860,1000458,8,2,15822
3861,1000459,1,2,23489
3862,1000459,16,1,20427
3863,1000459,2,1,6541
3864,1000459,3,1,13713
3865,1000459,5,8,56025
3866,1000459,8,2,10061
3867,1000460,5,22,133770
3868,1000461,1,90,1057171
3869,1000461,10,2,37944
3870,1000461,11,7,18660
3871,1000461,12,2,2859
3872,1000461,13,1,952
3873,1000461,14,2,29453
3874,1000461,15,1,21067
3875,1000461,16,8,107830
3876,1000461,17,2,20771
3877,1000461,18,15,36500
3878,1000461,2,21,250633
3879,1000461,3,2,16465
3880,1000461,4,6,9980
3881,1000461,5,62,342842
3882,1000461,6,15,230564
3883,1000461,7,1,12287
3884,1000461,8,48,337885
3885,1000462,1,29,446395
3886,1000462,10,1,19276
3887,1000462,11,10,46596
3888,1000462,12,1,708
3889,1000462,13,1,585
3890,1000462,15,1,8746
3891,1000462,2,6,71540
3892,1000462,3,5,41208
3893,1000462,4,3,7110
3894,1000462,5,33,195456
3895,1000462,6,1,16508
3896,1000462,8,14,100101
3897,1000463,1,7,63689
3898,1000463,12,1,1060
3899,1000463,2,2,20164
3900,1000463,3,2,16213
3901,1000463,4,4,4375
3902,1000463,5,52,286894
3903,1000463,8,1,8074
3904,1000464,1,7,93715
3905,1000464,10,1,19232
3906,1000464,14,1,18586
3907,1000464,15,1,16630
3908,1000464,16,1,16391
3909,1000464,2,2,16916
3910,1000464,3,4,43169
3911,1000464,4,1,1399
3912,1000464,5,17,104625
3913,1000464,6,2,28736
3914,1000464,7,2,20427
3915,1000464,8,17,129458
3916,1000465,1,1,11544
3917,1000465,11,2,12091
3918,1000465,16,1,16578
3919,1000465,2,2,19735
3920,1000465,3,1,2998
3921,1000465,4,1,763
3922,1000465,5,4,28022
3923,1000465,6,1,20570
3924,1000465,8,3,17957
3925,1000466,1,8,142997
3926,1000466,10,5,103744
3927,1000466,15,1,21485
3928,1000466,2,3,42428
3929,1000466,3,4,51448
3930,1000466,4,1,2756
3931,1000466,5,62,431747
3932,1000466,6,5,84680
3933,1000466,8,28,240596
3934,1000467,1,4,43180
3935,1000467,11,1,1482
3936,1000467,12,1,745
3937,1000467,16,1,20206
3938,1000467,3,4,30109
3939,1000467,4,1,2754
3940,1000467,5,12,64862
3941,1000467,6,1,12313
3942,1000467,8,14,101112
3943,1000468,1,5,63553
3944,1000468,2,1,12780
3945,1000468,5,5,38081
3946,1000468,8,7,47856
3947,1000469,1,6,93563
3948,1000469,10,1,23625
3949,1000469,13,1,930
3950,1000469,15,1,20802
3951,1000469,4,1,2838
3952,1000469,5,6,40090
3953,1000469,6,1,20147
3954,1000469,7,1,20818
3955,1000469,8,8,72922
3956,1000470,1,2,23530
3957,1000470,12,5,8351
3958,1000470,2,3,42122
3959,1000470,3,8,71197
3960,1000470,4,6,14811
3961,1000470,5,8,54886
3962,1000470,8,1,2089
3963,1000471,1,24,320437
3964,1000471,10,2,47161
3965,1000471,15,2,33527
3966,1000471,18,1,3095
3967,1000471,2,4,36612
3968,1000471,3,2,26787
3969,1000471,5,6,38863
3970,1000471,6,1,15995
3971,1000471,7,1,16852
3972,1000471,8,16,138838
3973,1000471,9,1,18359
3974,1000473,1,4,58468
3975,1000473,12,3,3512
3976,1000473,14,1,11098
3977,1000473,3,4,43383
3978,1000473,5,12,90829
3979,1000473,8,8,66397
3980,1000474,1,38,476930
3981,1000474,10,1,19035
3982,1000474,11,9,52688
3983,1000474,13,1,575
3984,1000474,15,2,17125
3985,1000474,16,6,87973
3986,1000474,18,2,6876
3987,1000474,2,4,51643
3988,1000474,3,9,110342
3989,1000474,4,1,2849
3990,1000474,5,52,312540
3991,1000474,6,11,163528
3992,1000474,8,38,231832
3993,1000476,1,78,1229061
3994,1000476,10,3,47051
3995,1000476,11,3,19533
3996,1000476,15,3,55116
3997,1000476,16,1,12283
3998,1000476,18,1,3129
3999,1000476,2,26,303849
4000,1000476,3,7,78319
4001,1000476,4,10,27413
4002,1000476,5,92,590358
4003,1000476,6,2,32681
4004,1000476,8,3,19919
4005,1000477,1,103,1412174
4006,1000477,13,1,947
4007,1000477,5,3,16249
4008,1000477,8,3,25427
4009,1000478,1,1,19343
4010,1000478,13,1,776
4011,1000478,15,1,21233
4012,1000478,2,1,9727
4013,1000478,3,2,21857
4014,1000478,5,9,66778
4015,1000478,6,2,40964
4016,1000478,8,9,65004
4017,1000479,1,13,197465
4018,1000479,13,1,591
4019,1000479,2,10,114340
4020,1000479,3,1,13418
4021,1000479,4,1,2841
4022,1000479,5,12,80966
4023,1000479,6,3,37128
4024,1000479,8,10,81395
4025,1000480,1,14,168715
4026,1000480,16,2,12560
4027,1000480,2,4,46069
4028,1000480,5,9,56515
4029,1000480,6,2,32085
4030,1000480,8,25,194492
4031,1000481,1,30,449760
4032,1000481,11,2,7699
4033,1000481,12,1,1078
4034,1000481,13,1,578
4035,1000481,15,1,12496
4036,1000481,16,1,16887
4037,1000481,17,1,10249
4038,1000481,2,5,46235
4039,1000481,3,2,11037
4040,1000481,4,1,3497
4041,1000481,5,43,273688
4042,1000481,6,2,28728
4043,1000481,8,13,107669
4044,1000482,1,95,1103372
4045,1000482,10,3,52017
4046,1000482,11,22,86906
4047,1000482,12,5,3288
4048,1000482,13,3,1889
4049,1000482,15,2,17554
4050,1000482,16,10,128670
4051,1000482,18,7,19031
4052,1000482,2,19,195941
4053,1000482,3,3,19305
4054,1000482,4,4,8412
4055,1000482,5,132,746034
4056,1000482,6,20,306134
4057,1000482,7,4,77974
4058,1000482,8,107,772509
4059,1000483,1,2,16538
4060,1000483,11,1,3131
4061,1000483,16,2,20603
4062,1000483,3,1,10672
4063,1000483,5,5,26397
4064,1000483,6,1,16343
4065,1000483,8,10,61930
4066,1000484,1,4,62519
4067,1000484,11,1,5953
4068,1000484,16,1,16402
4069,1000484,3,1,13204
4070,1000484,4,1,1444
4071,1000484,5,9,56395
4072,1000484,8,1,9952
4073,1000485,1,3,43260
4074,1000485,4,1,3554
4075,1000485,5,15,109312
4076,1000485,6,1,16247
4077,1000485,8,7,51661
4078,1000486,1,4,65899
4079,1000486,3,2,24312
4080,1000486,4,1,3504
4081,1000486,5,6,43814
4082,1000486,8,12,85662
4083,1000487,1,3,43295
4084,1000487,11,1,4615
4085,1000487,12,2,3187
4086,1000487,16,1,20604
4087,1000487,2,2,26200
4088,1000487,3,1,11023
4089,1000487,4,1,3482
4090,1000487,5,8,47828
4091,1000487,8,7,52031
4092,1000488,1,5,70074
4093,1000488,15,2,21512
4094,1000488,16,1,4078
4095,1000488,2,2,22796
4096,1000488,3,1,10835
4097,1000488,4,1,2148
4098,1000488,5,3,17672
4099,1000489,1,5,44003
4100,1000489,15,2,37912
4101,1000489,4,2,3480
4102,1000489,5,1,7169
4103,1000489,8,3,17857
4104,1000490,1,12,202168
4105,1000490,12,2,2847
4106,1000490,2,4,36855
4107,1000490,3,17,154731
4108,1000490,4,3,6542
4109,1000490,5,2,10706
4110,1000490,8,3,15845
4111,1000491,1,6,70784
4112,1000491,2,1,16208
4113,1000491,3,1,5780
4114,1000491,5,1,5208
4115,1000492,11,1,4583
4116,1000492,5,8,52224
4117,1000492,8,6,55005
4118,1000493,1,12,175194
4119,1000493,11,2,4646
4120,1000493,12,1,1082
4121,1000493,13,2,1698
4122,1000493,16,2,36409
4123,1000493,18,1,3777
4124,1000493,2,1,16460
4125,1000493,3,1,5389
4126,1000493,5,14,101150
4127,1000493,6,8,138627
4128,1000493,7,2,37418
4129,1000493,8,40,326031
4130,1000495,1,11,175526
4131,1000495,15,1,4148
4132,1000495,16,1,20540
4133,1000495,2,1,6621
4134,1000495,3,3,29617
4135,1000495,4,1,1439
4136,1000495,5,3,22901
4137,1000495,8,4,27684
4138,1000496,1,27,472857
4139,1000496,11,1,6033
4140,1000496,13,1,947
4141,1000496,14,1,18226
4142,1000496,15,3,38203
4143,1000496,16,2,41746
4144,1000496,2,2,32363
4145,1000496,3,4,48459
4146,1000496,5,17,136674
4147,1000496,6,1,20634
4148,1000496,8,8,69099
4149,1000497,1,3,43407
4150,1000497,2,3,32578
4151,1000497,4,2,5540
4152,1000497,5,5,33434
4153,1000497,6,1,20486
4154,1000497,8,3,11850
4155,1000498,1,6,89408
4156,1000498,10,2,37420
4157,1000498,11,3,16386
4158,1000498,12,2,2110
4159,1000498,13,2,1521
4160,1000498,15,2,42383
4161,1000498,16,2,28579
4162,1000498,2,1,15998
4163,1000498,3,3,32675
4164,1000498,5,39,234147
4165,1000498,6,6,104772
4166,1000498,8,26,193519
4167,1000499,1,12,178685
4168,1000499,10,1,14414
4169,1000499,12,2,2784
4170,1000499,13,1,775
4171,1000499,14,1,11183
4172,1000499,15,1,4775
4173,1000499,2,9,125966
4174,1000499,3,3,29833
4175,1000499,4,2,6325
4176,1000499,5,32,209023
4177,1000499,6,3,41483
4178,1000499,8,52,414042
4179,1000500,1,1,19059
4180,1000500,12,5,6335
4181,1000500,16,1,8630
4182,1000500,2,3,32441
4183,1000500,3,10,95154
4184,1000500,4,9,24501
4185,1000500,5,14,76565
4186,1000500,6,3,37266
4187,1000500,8,6,51394
4188,1000501,1,9,139588
4189,1000501,10,1,9639
4190,1000501,11,9,24633
4191,1000501,12,1,1764
4192,1000501,16,1,20600
4193,1000501,2,3,32488
4194,1000501,3,2,24557
4195,1000501,4,1,2816
4196,1000501,5,6,37175
4197,1000501,8,4,29904
4198,1000502,1,2,34995
4199,1000502,5,5,28209
4200,1000502,6,1,12674
4201,1000502,8,6,57626
4202,1000503,1,5,70108
4203,1000503,18,2,7617
4204,1000503,5,2,14030
4205,1000503,6,2,40825
4206,1000503,8,4,33593
4207,1000504,1,9,132203
4208,1000504,10,4,89299
4209,1000504,11,10,33741
4210,1000504,15,1,16620
4211,1000504,16,2,24630
4212,1000504,2,2,29076
4213,1000504,5,14,91601
4214,1000504,6,5,85605
4215,1000504,8,5,39969
4216,1000505,1,26,431536
4217,1000505,11,2,9057
4218,1000505,12,2,3134
4219,1000505,2,5,52901
4220,1000505,3,1,13194
4221,1000505,4,1,2853
4222,1000505,5,18,139987
4223,1000505,7,1,16578
4224,1000505,8,4,31491
4225,1000506,1,10,139882
4226,1000506,11,5,24480
4227,1000506,15,1,4606
4228,1000506,16,5,69715
4229,1000506,3,3,30591
4230,1000506,4,2,4966
4231,1000506,5,14,88432
4232,1000506,6,2,28465
4233,1000506,8,9,65289
4234,1000507,1,1,15288
4235,1000507,11,1,3102
4236,1000507,13,1,926
4237,1000507,3,1,10904
4238,1000507,5,6,43947
4239,1000507,6,2,32782
4240,1000507,8,9,75820
4241,1000508,1,45,545623
4242,1000508,10,1,23683
4243,1000508,11,3,15356
4244,1000508,15,5,84360
4245,1000508,2,7,72881
4246,1000508,3,2,13797
4247,1000508,4,3,5507
4248,1000508,5,7,43895
4249,1000508,7,1,16905
4250,1000508,8,4,31733
4251,1000508,9,1,13643
4252,1000509,1,127,1524671
4253,1000509,10,1,23239
4254,1000509,11,22,108789
4255,1000509,13,7,5152
4256,1000509,14,2,26261
4257,1000509,15,6,106093
4258,1000509,16,12,170046
4259,1000509,2,22,207281
4260,1000509,3,15,154521
4261,1000509,4,10,20576
4262,1000509,5,86,492491
4263,1000509,6,16,236932
4264,1000509,7,5,71323
4265,1000509,8,75,552620
4266,1000510,1,27,435325
4267,1000510,15,2,21868
4268,1000510,16,1,16281
4269,1000510,2,4,45768
4270,1000510,3,14,154758
4271,1000510,4,1,1371
4272,1000510,5,10,64888
4273,1000510,6,1,20116
4274,1000510,8,2,11816
4275,1000511,10,1,19207
4276,1000511,15,1,17418
4277,1000511,17,1,8112
4278,1000511,5,4,35023
4279,1000511,8,7,49733
4280,1000512,1,7,85910
4281,1000512,13,8,6229
4282,1000512,16,1,20960
4283,1000512,5,3,23109
4284,1000512,8,3,22089
4285,1000513,1,22,243641
4286,1000513,11,3,16568
4287,1000513,15,3,38070
4288,1000513,16,3,28954
4289,1000513,2,4,29935
4290,1000513,3,2,16804
4291,1000513,5,24,135758
4292,1000513,6,1,15976
4293,1000513,8,18,123886
4294,1000514,1,12,193563
4295,1000514,10,1,23725
4296,1000514,11,5,24251
4297,1000514,15,2,38527
4298,1000514,16,2,36597
4299,1000514,18,1,3127
4300,1000514,2,2,29250
4301,1000514,3,2,27001
4302,1000514,4,1,3509
4303,1000514,5,17,127962
4304,1000514,6,3,52881
4305,1000514,8,6,51384
4306,1000515,1,11,143512
4307,1000515,10,2,47277
4308,1000515,11,2,12131
4309,1000515,12,1,1391
4310,1000515,16,3,42029
4311,1000515,17,1,10545
4312,1000515,18,1,2337
4313,1000515,2,1,16122
4314,1000515,3,1,10825
4315,1000515,5,22,149779
4316,1000515,6,8,146686
4317,1000515,7,3,50508
4318,1000515,8,25,183314
4319,1000516,1,51,571980
4320,1000516,10,1,9651
4321,1000516,11,9,37711
4322,1000516,13,2,1313
4323,1000516,15,5,43204
4324,1000516,16,1,12420
4325,1000516,17,1,10521
4326,1000516,18,2,6176
4327,1000516,2,6,53399
4328,1000516,3,3,27230
4329,1000516,4,5,10050
4330,1000516,5,46,229393
4331,1000516,6,2,28599
4332,1000516,8,26,169139
4333,1000517,1,9,117487
4334,1000517,12,2,3538
4335,1000517,13,1,766
4336,1000517,14,1,18437
4337,1000517,2,7,75556
4338,1000517,3,6,69630
4339,1000517,4,6,11945
4340,1000517,5,31,218011
4341,1000517,6,1,12597
4342,1000517,7,1,16285
4343,1000517,8,25,208679
4344,1000518,1,16,256654
4345,1000518,10,3,69945
4346,1000518,11,3,22542
4347,1000518,12,2,3464
4348,1000518,14,4,63257
4349,1000518,16,6,98716
4350,1000518,2,5,52896
4351,1000518,4,4,12016
4352,1000518,5,30,220689
4353,1000518,6,5,81514
4354,1000518,8,56,489791
4355,1000519,1,2,26811
4356,1000519,14,1,14719
4357,1000519,17,1,10623
4358,1000519,2,1,9638
4359,1000519,3,10,86617
4360,1000519,4,2,4985
4361,1000519,5,8,51344
4362,1000519,8,3,12369
4363,1000520,1,22,283320
4364,1000520,10,3,61265
4365,1000520,11,8,48697
4366,1000520,12,3,5243
4367,1000520,13,7,5110
4368,1000520,15,1,21423
4369,1000520,16,7,100209
4370,1000520,2,8,104764
4371,1000520,3,10,105017
4372,1000520,4,5,14609
4373,1000520,5,50,349058
4374,1000520,6,6,114556
4375,1000520,8,37,312038
4376,1000521,1,3,46724
4377,1000521,11,2,15188
4378,1000521,16,2,32587
4379,1000521,18,3,11388
4380,1000521,2,2,29214
4381,1000521,4,1,798
4382,1000521,5,3,19111
4383,1000521,6,2,36817
4384,1000521,8,5,47406
4385,1000522,1,18,265939
4386,1000522,10,1,18713
4387,1000522,11,1,4507
4388,1000522,13,1,586
4389,1000522,16,1,12355
4390,1000522,2,2,16288
4391,1000522,3,1,2731
4392,1000522,5,3,17583
4393,1000522,8,2,15914
4394,1000523,1,24,384359
4395,1000523,10,3,70754
4396,1000523,4,3,9085
4397,1000523,5,17,121524
4398,1000523,8,1,7945
4399,1000524,1,134,1784995
4400,1000524,10,6,122239
4401,1000524,11,29,146757
4402,1000524,12,3,4181
4403,1000524,13,8,5905
4404,1000524,14,1,7385
4405,1000524,15,6,71575
4406,1000524,16,20,230205
4407,1000524,18,3,7748
4408,1000524,2,17,208282
4409,1000524,3,5,56287
4410,1000524,4,5,14681
4411,1000524,5,147,918245
4412,1000524,6,26,426205
4413,1000524,7,5,88039
4414,1000524,8,143,1120117
4415,1000525,1,7,112692
4416,1000525,11,1,6074
4417,1000525,12,3,4908
4418,1000525,16,1,12747
4419,1000525,2,1,12995
4420,1000525,3,2,24772
4421,1000525,5,6,36850
4422,1000525,6,1,16569
4423,1000525,8,2,17931
4424,1000526,1,26,383740
4425,1000526,5,1,5157
4426,1000526,6,2,40262
4427,1000527,5,8,60692
4428,1000527,8,3,25908
4429,1000529,1,17,268309
4430,1000529,10,1,23567
4431,1000529,13,3,1926
4432,1000529,15,2,33954
4433,1000529,16,1,16656
4434,1000529,2,1,12827
4435,1000529,3,4,48433
4436,1000529,5,9,67971
4437,1000529,6,8,134292
4438,1000529,8,16,133012
4439,1000530,1,19,306892
4440,1000530,10,2,19581
4441,1000530,11,3,15374
4442,1000530,15,1,21353
4443,1000530,16,1,16548
4444,1000530,2,4,45512
4445,1000530,3,3,29838
4446,1000530,4,1,2805
4447,1000530,5,7,49151
4448,1000530,6,3,56944
4449,1000530,7,1,20993
4450,1000530,8,17,136241
4451,1000531,1,77,943746
4452,1000531,11,14,60716
4453,1000531,12,2,3169
4454,1000531,13,4,2304
4455,1000531,14,2,22505
4456,1000531,15,2,9363
4457,1000531,16,15,172320
4458,1000531,18,1,3048
4459,1000531,2,17,161438
4460,1000531,3,31,327596
4461,1000531,4,19,38092
4462,1000531,5,166,919075
4463,1000531,6,15,224884
4464,1000531,8,124,773713
4465,1000532,1,8,101311
4466,1000532,15,2,30224
4467,1000532,16,1,20877
4468,1000532,2,2,19348
4469,1000532,3,1,7971
4470,1000532,4,1,1406
4471,1000532,5,1,6904
4472,1000533,1,125,1479303
4473,1000533,10,1,14057
4474,1000533,11,22,124089
4475,1000533,13,3,2084
4476,1000533,14,2,22818
4477,1000533,15,1,21340
4478,1000533,16,5,67092
4479,1000533,18,1,2385
4480,1000533,2,18,176171
4481,1000533,3,4,42828
4482,1000533,4,4,7864
4483,1000533,5,92,583035
4484,1000533,6,7,121561
4485,1000533,7,1,20351
4486,1000533,8,39,255592
4487,1000534,1,12,183229
4488,1000534,10,4,89688
4489,1000534,15,1,12627
4490,1000534,2,1,9686
4491,1000534,5,20,130557
4492,1000534,6,1,20098
4493,1000534,8,15,96937
4494,1000535,1,1,19176
4495,1000535,10,1,5350
4496,1000535,12,1,1029
4497,1000535,2,2,22556
4498,1000535,3,1,5493
4499,1000535,4,1,2058
4500,1000535,5,1,6891
4501,1000535,6,1,20157
4502,1000535,8,2,17567
4503,1000536,1,47,772804
4504,1000536,10,1,19030
4505,1000536,11,9,57244
4506,1000536,13,2,1709
4507,1000536,15,1,21329
4508,1000536,16,1,20526
4509,1000536,18,1,1634
4510,1000536,2,5,67470
4511,1000536,3,25,263997
4512,1000536,4,2,5660
4513,1000536,5,14,79129
4514,1000536,6,1,16523
4515,1000536,8,13,80033
4516,1000538,1,8,153781
4517,1000538,2,8,124179
4518,1000538,3,2,21628
4519,1000538,5,7,45660
4520,1000538,8,4,33710
4521,1000539,1,50,733960
4522,1000539,2,3,42273
4523,1000539,3,14,146309
4524,1000539,5,2,14047
4525,1000539,8,1,6015
4526,1000540,1,5,54334
4527,1000540,15,1,17176
4528,1000540,3,2,19053
4529,1000540,5,5,38281
4530,1000540,6,2,36322
4531,1000540,8,8,59856
4532,1000541,1,23,247971
4533,1000541,10,1,14454
4534,1000541,11,1,1697
4535,1000541,15,2,17695
4536,1000541,16,1,20194
4537,1000541,2,10,108973
4538,1000541,3,29,275245
4539,1000541,4,3,6380
4540,1000541,5,22,126716
4541,1000541,6,3,52757
4542,1000541,8,15,97581
4543,1000541,9,1,5363
4544,1000543,1,107,1722692
4545,1000543,10,1,23596
4546,1000543,11,33,200110
4547,1000543,12,1,1412
4548,1000543,13,2,1498
4549,1000543,14,3,37362
4550,1000543,15,2,29821
4551,1000543,16,3,57931
4552,1000543,18,4,12931
4553,1000543,2,17,210906
4554,1000543,3,18,199746
4555,1000543,4,10,26009
4556,1000543,5,101,685949
4557,1000543,6,7,130203
4558,1000543,8,36,305735
4559,1000544,1,11,174049
4560,1000544,12,5,5940
4561,1000544,15,1,21200
4562,1000544,18,1,3079
4563,1000544,2,10,123229
4564,1000544,3,8,84656
4565,1000544,4,4,9745
4566,1000544,5,4,10808
4567,1000544,7,1,21072
4568,1000544,8,2,17738
4569,1000545,1,2,23791
4570,1000545,11,1,3055
4571,1000545,13,1,753
4572,1000545,15,1,13224
4573,1000545,2,1,9641
4574,1000545,3,4,38078
4575,1000545,5,7,47734
4576,1000545,8,2,17760
4577,1000546,1,16,153743
4578,1000546,10,1,23756
4579,1000546,11,15,26334
4580,1000546,12,5,8036
4581,1000546,13,1,569
4582,1000546,15,1,12487
4583,1000546,16,1,4796
4584,1000546,18,1,1598
4585,1000546,2,2,19528
4586,1000546,3,9,72993
4587,1000546,4,3,6306
4588,1000546,5,57,368722
4589,1000546,6,1,20314
4590,1000546,7,5,87772
4591,1000546,8,10,91072
4592,1000547,1,18,247079
4593,1000547,10,1,19262
4594,1000547,13,1,775
4595,1000547,2,5,68171
4596,1000547,3,3,29473
4597,1000547,5,7,47621
4598,1000547,6,1,16003
4599,1000547,8,11,90778
4600,1000547,9,1,18417
4601,1000548,1,15,164512
4602,1000548,11,22,101784
4603,1000548,16,1,20199
4604,1000548,2,1,12924
4605,1000548,5,13,82539
