,CustomerID,ItemCategory1,Item_Cat_1_count,Item_Cat_1_amount
32275,1003731,9,1,23248
32276,1003732,1,13,202369
32277,1003732,10,4,71104
32278,1003732,11,2,10605
32279,1003732,12,5,4671
32280,1003732,13,2,1704
32281,1003732,15,1,4443
32282,1003732,16,2,37021
32283,1003732,17,1,8058
32284,1003732,18,2,4620
32285,1003732,2,4,45281
32286,1003732,3,2,21795
32287,1003732,4,3,7130
32288,1003732,5,31,173619
32289,1003732,6,8,126190
32290,1003732,7,2,17480
32291,1003732,8,30,207037
32292,1003733,1,9,128518
32293,1003733,11,1,7594
32294,1003733,13,1,743
32295,1003733,4,1,2058
32296,1003733,5,16,106847
32297,1003733,6,5,81501
32298,1003733,8,22,155616
32299,1003734,1,11,137998
32300,1003734,11,1,6104
32301,1003734,13,1,947
32302,1003734,2,1,3192
32303,1003734,3,1,2988
32304,1003734,5,9,49663
32305,1003734,8,5,33655
32306,1003735,1,15,202098
32307,1003735,10,4,80347
32308,1003735,11,1,7383
32309,1003735,13,2,1878
32310,1003735,15,1,21050
32311,1003735,16,3,45537
32312,1003735,2,4,43223
32313,1003735,3,1,10580
32314,1003735,4,2,4255
32315,1003735,5,89,538653
32316,1003735,6,9,150611
32317,1003735,7,6,83593
32318,1003735,8,30,248843
32319,1003736,1,25,376608
32320,1003736,11,18,89537
32321,1003736,15,2,25535
32322,1003736,16,1,20501
32323,1003736,2,1,16093
32324,1003736,3,1,10740
32325,1003736,5,6,28124
32326,1003736,6,2,20628
32327,1003736,8,13,110843
32328,1003737,1,38,567649
32329,1003737,10,1,18708
32330,1003737,11,3,13642
32331,1003737,12,2,2812
32332,1003737,16,1,16707
32333,1003737,18,1,3106
32334,1003737,2,6,78075
32335,1003737,3,1,10573
32336,1003737,4,1,3550
32337,1003737,5,24,165208
32338,1003737,6,2,32593
32339,1003737,8,7,61596
32340,1003738,1,3,58581
32341,1003738,18,1,3030
32342,1003738,4,1,3537
32343,1003738,5,14,112118
32344,1003738,6,1,16622
32345,1003738,8,1,5923
32346,1003739,1,1,12061
32347,1003739,11,1,5998
32348,1003739,12,1,1042
32349,1003739,16,2,24656
32350,1003739,8,3,25682
32351,1003740,1,8,141691
32352,1003740,2,1,13059
32353,1003740,5,1,5294
32354,1003740,6,6,102292
32355,1003740,8,9,73510
32356,1003741,1,38,561857
32357,1003741,16,1,20465
32358,1003741,2,6,53005
32359,1003741,3,1,10990
32360,1003741,4,1,2085
32361,1003741,5,19,114781
32362,1003741,6,4,57401
32363,1003741,8,15,110823
32364,1003742,1,19,275241
32365,1003742,11,2,10380
32366,1003742,13,3,2236
32367,1003742,16,1,16837
32368,1003742,2,1,12744
32369,1003742,3,1,11020
32370,1003742,4,1,2142
32371,1003742,5,33,221437
32372,1003742,6,3,37334
32373,1003742,8,6,47952
32374,1003743,1,6,89521
32375,1003743,3,2,21259
32376,1003743,5,8,46349
32377,1003743,6,1,12607
32378,1003743,8,3,21769
32379,1003744,1,4,51378
32380,1003744,16,1,16348
32381,1003744,18,1,3831
32382,1003744,2,1,13068
32383,1003744,3,1,10872
32384,1003744,5,6,35525
32385,1003744,8,3,25481
32386,1003745,1,15,201713
32387,1003745,11,10,32532
32388,1003745,15,1,4363
32389,1003745,16,6,79817
32390,1003745,2,4,42558
32391,1003745,4,8,17550
32392,1003745,5,62,366974
32393,1003745,6,1,8672
32394,1003745,8,6,41914
32395,1003746,1,72,1086287
32396,1003746,11,9,45454
32397,1003746,12,1,1422
32398,1003746,13,3,2648
32399,1003746,15,1,16798
32400,1003746,16,2,32584
32401,1003746,18,6,17772
32402,1003746,2,13,162128
32403,1003746,3,1,3161
32404,1003746,4,1,2855
32405,1003746,5,45,297556
32406,1003746,6,9,122970
32407,1003746,8,27,221988
32408,1003747,1,3,50325
32409,1003747,11,1,5945
32410,1003747,16,2,33456
32411,1003747,3,4,45425
32412,1003747,5,11,78651
32413,1003747,6,2,32472
32414,1003747,8,13,103902
32415,1003748,1,2,24065
32416,1003748,3,1,3133
32417,1003748,5,14,81607
32418,1003749,1,9,117836
32419,1003749,11,1,6146
32420,1003749,13,1,948
32421,1003749,15,1,8771
32422,1003749,16,3,54232
32423,1003749,3,2,21270
32424,1003749,4,2,4936
32425,1003749,5,45,301519
32426,1003749,8,1,9781
32427,1003750,1,3,35245
32428,1003750,11,1,4616
32429,1003750,15,1,21225
32430,1003750,2,3,42256
32431,1003750,3,1,8391
32432,1003750,4,1,2177
32433,1003750,5,7,42122
32434,1003750,8,1,9773
32435,1003750,9,1,14263
32436,1003751,1,53,696405
32437,1003751,10,6,113217
32438,1003751,11,11,53153
32439,1003751,12,4,5982
32440,1003751,13,4,2645
32441,1003751,14,4,67616
32442,1003751,15,2,22200
32443,1003751,16,5,73833
32444,1003751,17,1,7878
32445,1003751,18,4,12995
32446,1003751,2,5,55377
32447,1003751,3,3,35149
32448,1003751,4,3,8477
32449,1003751,5,50,292699
32450,1003751,6,8,106993
32451,1003751,7,1,8344
32452,1003751,8,47,313336
32453,1003752,1,20,259265
32454,1003752,10,1,19045
32455,1003752,11,4,7716
32456,1003752,13,1,582
32457,1003752,15,1,4286
32458,1003752,16,1,16803
32459,1003752,17,1,10262
32460,1003752,2,5,45245
32461,1003752,3,6,62383
32462,1003752,4,2,5644
32463,1003752,5,26,160515
32464,1003752,6,4,65826
32465,1003752,7,1,20484
32466,1003752,8,35,223292
32467,1003753,1,2,35120
32468,1003753,10,1,9977
32469,1003753,16,1,20401
32470,1003753,18,1,3834
32471,1003753,2,2,22982
32472,1003753,3,2,13573
32473,1003753,5,12,78048
32474,1003753,6,2,28721
32475,1003753,7,1,16510
32476,1003753,8,6,45337
32477,1003754,1,49,679440
32478,1003754,10,1,18570
32479,1003754,11,8,36471
32480,1003754,12,2,3162
32481,1003754,13,3,1761
32482,1003754,15,4,60198
32483,1003754,16,1,16133
32484,1003754,17,1,10429
32485,1003754,18,4,13579
32486,1003754,2,5,43044
32487,1003754,4,1,1413
32488,1003754,5,45,293228
32489,1003754,6,6,86179
32490,1003754,8,49,386954
32491,1003754,9,1,14056
32492,1003755,1,3,53974
32493,1003755,11,1,7464
32494,1003755,13,2,1694
32495,1003755,16,1,20699
32496,1003755,2,1,16273
32497,1003755,5,10,75140
32498,1003755,6,1,20267
32499,1003755,8,19,172142
32500,1003756,1,70,1077158
32501,1003756,11,3,15064
32502,1003756,12,1,1084
32503,1003756,13,3,2298
32504,1003756,14,2,25847
32505,1003756,16,3,45571
32506,1003756,18,2,6134
32507,1003756,2,10,113954
32508,1003756,3,17,181285
32509,1003756,4,14,32351
32510,1003756,5,63,441991
32511,1003756,6,3,52950
32512,1003756,7,1,12603
32513,1003756,8,39,326724
32514,1003757,1,44,742126
32515,1003757,11,1,1607
32516,1003757,13,4,3584
32517,1003757,15,1,13266
32518,1003757,16,2,32929
32519,1003757,18,1,3807
32520,1003757,3,3,29616
32521,1003757,4,1,2839
32522,1003757,5,22,148125
32523,1003757,6,10,173627
32524,1003757,8,25,205791
32525,1003758,1,5,65375
32526,1003758,16,2,20881
32527,1003758,3,3,27278
32528,1003758,4,1,2151
32529,1003758,5,5,19966
32530,1003758,6,2,28957
32531,1003758,8,7,48054
32532,1003759,1,6,89563
32533,1003759,16,1,16930
32534,1003759,2,2,29206
32535,1003759,3,2,21577
32536,1003759,5,40,276663
32537,1003759,8,3,16279
32538,1003760,1,56,856994
32539,1003760,10,1,18510
32540,1003760,11,28,147669
32541,1003760,12,1,1075
32542,1003760,15,4,72150
32543,1003760,16,1,16210
32544,1003760,18,6,16354
32545,1003760,2,17,196133
32546,1003760,3,2,21264
32547,1003760,4,3,9640
32548,1003760,5,30,210381
32549,1003760,6,11,172930
32550,1003760,8,25,166844
32551,1003760,9,1,4651
32552,1003761,1,46,770041
32553,1003761,10,1,23591
32554,1003761,11,1,4698
32555,1003761,13,1,750
32556,1003761,15,2,38005
32557,1003761,2,9,114074
32558,1003761,3,5,61927
32559,1003761,5,16,117719
32560,1003761,6,1,20388
32561,1003761,7,1,16959
32562,1003761,8,12,97144
32563,1003761,9,1,23434
32564,1003762,1,58,582406
32565,1003762,10,10,205685
32566,1003762,11,87,279824
32567,1003762,13,5,3599
32568,1003762,15,9,101634
32569,1003762,16,12,158598
32570,1003762,2,5,37192
32571,1003762,4,1,2171
32572,1003762,5,24,89712
32573,1003762,6,12,165382
32574,1003762,8,18,106125
32575,1003762,9,1,13596
32576,1003763,1,51,787381
32577,1003763,2,1,9980
32578,1003763,3,1,10880
32579,1003763,5,26,173280
32580,1003763,8,2,11969
32581,1003764,11,1,7611
32582,1003764,5,3,19342
32583,1003764,6,4,64933
32584,1003764,8,7,59476
32585,1003765,1,2,35310
32586,1003765,2,1,9526
32587,1003765,5,7,50923
32588,1003765,8,6,53441
32589,1003766,1,7,82197
32590,1003766,11,1,4666
32591,1003766,2,4,35740
32592,1003766,3,2,16642
32593,1003766,4,3,7047
32594,1003766,5,53,274792
32595,1003766,8,1,7924
32596,1003767,1,2,23108
32597,1003767,11,3,9348
32598,1003767,16,1,12575
32599,1003767,5,3,19229
32600,1003767,8,13,77205
32601,1003768,1,124,1522910
32602,1003768,10,4,70235
32603,1003768,11,33,153950
32604,1003768,12,1,1084
32605,1003768,13,6,4018
32606,1003768,14,1,15083
32607,1003768,15,2,38094
32608,1003768,16,8,111297
32609,1003768,17,1,12920
32610,1003768,18,3,9237
32611,1003768,2,24,252526
32612,1003768,3,11,113942
32613,1003768,4,12,28188
32614,1003768,5,113,681228
32615,1003768,6,10,155653
32616,1003768,7,2,33757
32617,1003768,8,37,276521
32618,1003769,1,28,428178
32619,1003769,10,1,18727
32620,1003769,11,3,19624
32621,1003769,12,2,2817
32622,1003769,13,3,2478
32623,1003769,14,2,33544
32624,1003769,15,1,20894
32625,1003769,16,4,74238
32626,1003769,2,7,100352
32627,1003769,3,22,269527
32628,1003769,4,4,12678
32629,1003769,5,103,773652
32630,1003769,6,5,101166
32631,1003769,7,2,32818
32632,1003769,8,35,317060
32633,1003770,1,47,666940
32634,1003770,11,2,9195
32635,1003770,12,1,1765
32636,1003770,13,1,951
32637,1003770,18,1,3841
32638,1003770,2,5,74548
32639,1003770,3,5,56891
32640,1003770,4,2,4950
32641,1003770,5,64,453563
32642,1003770,6,3,56528
32643,1003770,8,31,251041
32644,1003770,9,1,4854
32645,1003771,1,142,1523939
32646,1003771,11,91,350653
32647,1003771,12,1,1409
32648,1003771,2,5,49097
32649,1003771,5,16,65160
32650,1003771,6,1,8478
32651,1003771,8,2,17899
32652,1003772,1,6,93036
32653,1003772,14,1,4251
32654,1003772,16,1,16839
32655,1003772,17,1,10349
32656,1003772,2,2,28983
32657,1003772,3,4,33319
32658,1003772,5,7,52909
32659,1003772,6,1,20684
32660,1003772,8,4,31869
32661,1003773,1,34,496480
32662,1003773,11,7,39368
32663,1003773,13,1,587
32664,1003773,15,1,8977
32665,1003773,16,6,86378
32666,1003773,2,12,130532
32667,1003773,3,9,82052
32668,1003773,4,4,9156
32669,1003773,5,106,655499
32670,1003773,6,5,69570
32671,1003773,7,2,29397
32672,1003773,8,17,111804
32673,1003774,1,5,67199
32674,1003774,13,1,757
32675,1003774,16,1,20631
32676,1003774,2,2,19883
32677,1003774,3,1,8062
32678,1003774,5,7,51097
32679,1003774,6,6,122172
32680,1003774,8,8,71393
32681,1003775,1,7,109221
32682,1003775,3,2,19261
32683,1003775,4,1,2840
32684,1003775,5,42,293399
32685,1003775,8,2,15881
32686,1003776,1,3,39466
32687,1003776,16,1,12426
32688,1003776,2,1,12948
32689,1003776,3,1,10607
32690,1003776,5,19,136471
32691,1003776,8,1,3994
32692,1003777,1,30,394414
32693,1003777,10,1,23608
32694,1003777,2,3,39061
32695,1003777,3,2,24173
32696,1003777,4,1,2814
32697,1003777,5,12,78322
32698,1003777,6,2,32669
32699,1003777,8,10,71449
32700,1003778,1,143,1645524
32701,1003778,11,33,102895
32702,1003778,13,4,2487
32703,1003778,14,2,22199
32704,1003778,15,2,25541
32705,1003778,16,12,130208
32706,1003778,18,2,5328
32707,1003778,2,25,206889
32708,1003778,3,21,157005
32709,1003778,4,16,27328
32710,1003778,5,170,761667
32711,1003778,6,20,246752
32712,1003778,7,2,28628
32713,1003778,8,81,485764
32714,1003779,1,1,19367
32715,1003779,14,1,10960
32716,1003779,15,1,4413
32717,1003779,16,1,12500
32718,1003779,2,1,12863
32719,1003779,5,10,51543
32720,1003779,6,1,12162
32721,1003779,8,9,65830
32722,1003780,1,47,764605
32723,1003780,10,3,60957
32724,1003780,11,8,48861
32725,1003780,12,5,7988
32726,1003780,13,2,1338
32727,1003780,14,1,18206
32728,1003780,15,7,132116
32729,1003780,2,8,110175
32730,1003780,3,21,227105
32731,1003780,4,7,21753
32732,1003780,5,38,270387
32733,1003780,6,4,80937
32734,1003780,8,26,234298
32735,1003780,9,1,23159
32736,1003781,1,5,85833
32737,1003781,4,2,6199
32738,1003781,5,5,37162
32739,1003781,6,2,36995
32740,1003781,8,17,158149
32741,1003782,1,2,35298
32742,1003782,11,2,14896
32743,1003782,3,2,18641
32744,1003782,5,17,131785
32745,1003782,6,3,41154
32746,1003782,7,1,16571
32747,1003782,8,10,81264
32748,1003783,1,1,15798
32749,1003783,3,2,16447
32750,1003783,4,2,3439
32751,1003783,5,10,77146
32752,1003784,1,1,19430
32753,1003784,3,2,24204
32754,1003784,4,3,8372
32755,1003784,5,10,70001
32756,1003784,6,1,20477
32757,1003784,8,9,69946
32758,1003785,1,8,82320
32759,1003785,2,2,19903
32760,1003785,4,1,711
32761,1003785,5,2,9107
32762,1003785,8,4,36003
32763,1003786,1,3,46331
32764,1003786,11,2,9059
32765,1003786,16,1,20665
32766,1003786,2,1,16100
32767,1003786,3,1,11067
32768,1003786,5,4,28031
32769,1003786,6,3,57593
32770,1003786,7,4,75433
32771,1003786,8,11,91383
32772,1003787,1,3,46571
32773,1003787,3,1,8393
32774,1003787,4,1,2081
32775,1003787,5,3,19523
32776,1003787,8,3,25679
32777,1003788,1,3,39774
32778,1003788,5,3,22508
32779,1003788,8,3,27569
32780,1003789,1,15,247291
32781,1003789,10,2,38097
32782,1003789,11,2,12010
32783,1003789,13,4,3388
32784,1003789,15,1,16895
32785,1003789,16,2,37247
32786,1003789,2,3,36179
32787,1003789,3,2,26724
32788,1003789,4,3,8542
32789,1003789,5,22,154426
32790,1003789,6,11,198364
32791,1003789,8,9,65691
32792,1003790,1,15,241473
32793,1003790,10,4,89681
32794,1003790,11,3,16613
32795,1003790,15,3,63368
32796,1003790,2,4,55390
32797,1003790,3,3,35277
32798,1003790,4,1,2771
32799,1003790,5,20,150149
32800,1003790,6,3,57830
32801,1003790,7,4,59279
32802,1003790,8,9,69863
32803,1003791,1,6,89085
32804,1003791,11,1,4484
32805,1003791,5,10,61641
32806,1003791,6,8,118906
32807,1003791,8,52,349211
32808,1003792,1,136,2056503
32809,1003792,10,1,19347
32810,1003792,11,21,107698
32811,1003792,12,3,2410
32812,1003792,13,4,3395
32813,1003792,14,1,11466
32814,1003792,15,4,62546
32815,1003792,16,11,160131
32816,1003792,17,2,23302
32817,1003792,18,1,3074
32818,1003792,2,18,203439
32819,1003792,3,15,131019
32820,1003792,4,17,31930
32821,1003792,5,143,857584
32822,1003792,6,16,260492
32823,1003792,7,4,54327
32824,1003792,8,90,675597
32825,1003793,1,8,90387
32826,1003793,2,1,3427
32827,1003793,3,2,21661
32828,1003793,4,10,8839
32829,1003793,5,59,303856
32830,1003793,8,2,10227
32831,1003794,1,4,54489
32832,1003794,11,5,21625
32833,1003794,16,1,16511
32834,1003794,2,2,16484
32835,1003794,3,2,13586
32836,1003794,5,10,68059
32837,1003794,6,1,12451
32838,1003794,8,4,22418
32839,1003795,10,1,23302
32840,1003795,11,1,3044
32841,1003795,2,1,16122
32842,1003795,5,6,45690
32843,1003795,8,9,76777
32844,1003796,1,8,128562
32845,1003796,10,1,19197
32846,1003796,11,1,4446
32847,1003796,12,4,5591
32848,1003796,16,2,33008
32849,1003796,2,4,52319
32850,1003796,3,6,51538
32851,1003796,4,7,18190
32852,1003796,5,58,401348
32853,1003796,6,4,65250
32854,1003796,8,24,210516
32855,1003797,1,7,104682
32856,1003797,2,6,71722
32857,1003797,5,1,5227
32858,1003797,6,1,20477
32859,1003797,8,2,8200
32860,1003798,1,5,74105
32861,1003798,16,1,8132
32862,1003798,5,6,33477
32863,1003798,6,3,52836
32864,1003798,8,5,31962
32865,1003799,1,26,454994
32866,1003799,10,1,19246
32867,1003799,11,1,3186
32868,1003799,15,1,17031
32869,1003799,2,6,71596
32870,1003799,3,4,51306
32871,1003799,4,3,8503
32872,1003799,5,21,136948
32873,1003799,8,2,15632
32874,1003800,1,22,304572
32875,1003800,11,5,31515
32876,1003800,2,3,28992
32877,1003800,5,5,31061
32878,1003800,6,2,37073
32879,1003800,8,2,18144
32880,1003801,1,10,159305
32881,1003801,11,56,321240
32882,1003801,4,1,3504
32883,1003801,5,6,34979
32884,1003801,6,1,20378
32885,1003801,8,4,22501
32886,1003802,1,7,93050
32887,1003802,11,1,1640
32888,1003802,5,2,13906
32889,1003802,6,1,12691
32890,1003803,1,4,58285
32891,1003803,2,1,9691
32892,1003803,4,1,2757
32893,1003803,5,7,49180
32894,1003803,7,1,16228
32895,1003803,8,2,13862
32896,1003804,1,20,261492
32897,1003804,10,8,146765
32898,1003804,11,43,234637
32899,1003804,13,1,559
32900,1003804,15,2,17678
32901,1003804,16,2,29455
32902,1003804,2,1,13053
32903,1003804,3,1,13322
32904,1003804,4,3,7054
32905,1003804,5,22,151104
32906,1003804,6,7,138390
32907,1003804,7,2,37357
32908,1003804,8,7,36502
32909,1003805,1,5,70248
32910,1003805,10,2,47621
32911,1003805,13,1,958
32912,1003805,16,2,37064
32913,1003805,18,1,2269
32914,1003805,2,1,13191
32915,1003805,5,2,10589
32916,1003805,6,4,61332
32917,1003805,8,9,66251
32918,1003806,1,8,107672
32919,1003806,11,73,341205
32920,1003806,3,1,5517
32921,1003806,5,11,51280
32922,1003806,6,3,29478
32923,1003806,8,5,40155
32924,1003807,1,83,1175575
32925,1003807,11,89,393410
32926,1003807,13,3,2068
32927,1003807,15,3,43410
32928,1003807,16,11,138838
32929,1003807,2,13,162222
32930,1003807,3,4,46058
32931,1003807,4,8,20286
32932,1003807,5,47,299873
32933,1003807,6,5,85346
32934,1003807,8,21,166922
32935,1003807,9,1,22678
32936,1003808,1,150,1707989
32937,1003808,10,4,75907
32938,1003808,11,65,248166
32939,1003808,12,3,2490
32940,1003808,13,4,2634
32941,1003808,14,3,30933
32942,1003808,15,7,85147
32943,1003808,16,19,293840
32944,1003808,18,7,21581
32945,1003808,2,20,175123
32946,1003808,3,8,82210
32947,1003808,4,19,33187
32948,1003808,5,194,1035001
32949,1003808,6,37,520150
32950,1003808,7,4,54105
32951,1003808,8,125,766102
32952,1003808,9,1,18624
32953,1003809,1,24,419600
32954,1003809,11,2,13707
32955,1003809,13,1,771
32956,1003810,1,14,244449
32957,1003810,11,1,7471
32958,1003810,12,1,1395
32959,1003810,13,2,1702
32960,1003810,14,1,18902
32961,1003810,18,3,9266
32962,1003810,2,3,48255
32963,1003810,4,1,3470
32964,1003810,5,6,44186
32965,1003810,8,6,57582
32966,1003811,1,14,182351
32967,1003811,11,3,18146
32968,1003811,15,2,34236
32969,1003811,16,1,16202
32970,1003811,2,5,58546
32971,1003811,4,1,2843
32972,1003811,5,13,87697
32973,1003811,6,1,16469
32974,1003811,7,6,83152
32975,1003811,8,11,78067
32976,1003812,1,40,530364
32977,1003812,11,5,22695
32978,1003812,13,1,769
32979,1003812,15,1,12734
32980,1003812,16,1,20257
32981,1003812,2,4,39916
32982,1003812,4,1,2093
32983,1003812,5,6,40657
32984,1003812,6,1,12455
32985,1003812,8,2,14147
32986,1003813,1,2,38416
32987,1003813,12,1,1715
32988,1003813,16,1,20571
32989,1003813,17,1,10482
32990,1003813,18,1,3888
32991,1003813,2,1,16287
32992,1003813,3,2,26948
32993,1003813,4,1,2746
32994,1003813,5,11,82106
32995,1003813,6,2,36613
32996,1003813,7,1,8762
32997,1003813,8,12,109290
32998,1003814,1,11,144886
32999,1003814,11,1,3193
33000,1003814,13,2,970
33001,1003814,5,4,28487
33002,1003814,8,4,29997
33003,1003815,1,20,349976
33004,1003815,16,1,20530
33005,1003815,3,1,10878
33006,1003815,4,1,2834
33007,1003815,5,48,359614
33008,1003815,6,1,20525
33009,1003815,8,4,31810
33010,1003816,1,48,757044
33011,1003816,10,1,19176
33012,1003816,11,2,9186
33013,1003816,12,4,6248
33014,1003816,13,1,584
33015,1003816,14,1,14612
33016,1003816,15,1,20859
33017,1003816,16,1,20349
33018,1003816,2,12,163379
33019,1003816,3,9,100071
33020,1003816,4,6,16814
33021,1003816,5,59,380659
33022,1003816,6,2,32273
33023,1003816,7,2,37364
33024,1003816,8,22,184172
33025,1003817,1,12,175583
33026,1003817,11,2,7657
33027,1003817,4,1,1444
33028,1003817,5,3,17489
33029,1003817,6,1,12154
33030,1003817,8,10,66278
33031,1003818,1,5,85325
33032,1003818,11,2,10718
33033,1003818,17,2,23174
33034,1003818,2,2,29482
33035,1003818,5,6,40357
33036,1003818,6,1,12698
33037,1003818,8,3,27834
33038,1003819,1,29,457593
33039,1003819,10,1,14421
33040,1003819,15,2,29387
33041,1003819,2,1,13143
33042,1003819,3,1,10787
33043,1003819,4,4,9135
33044,1003819,5,26,184458
33045,1003819,6,1,16700
33046,1003819,8,3,19529
33047,1003820,1,15,267635
33048,1003820,10,1,23446
33049,1003820,11,2,9191
33050,1003820,15,1,13108
33051,1003820,2,4,48732
33052,1003820,5,4,31557
33053,1003820,6,2,37188
33054,1003820,8,1,9846
33055,1003821,1,44,438149
33056,1003821,10,7,118846
33057,1003821,11,12,43446
33058,1003821,12,1,1055
33059,1003821,13,7,4605
33060,1003821,14,4,41746
33061,1003821,15,5,81220
33062,1003821,16,13,146920
33063,1003821,18,3,10060
33064,1003821,2,6,62101
33065,1003821,3,9,81860
33066,1003821,4,3,5575
33067,1003821,5,105,507361
33068,1003821,6,22,274944
33069,1003821,7,12,150795
33070,1003821,8,139,860647
33071,1003822,1,30,375623
33072,1003822,10,2,37345
33073,1003822,11,1,6092
33074,1003822,14,2,25910
33075,1003822,15,1,17384
33076,1003822,16,3,44582
33077,1003822,2,3,38780
33078,1003822,3,2,8230
33079,1003822,4,1,1424
33080,1003822,5,21,113690
33081,1003822,6,7,117041
33082,1003822,7,1,16899
33083,1003822,8,22,162847
33084,1003823,1,93,1537664
33085,1003823,10,5,99339
33086,1003823,11,5,30184
33087,1003823,13,6,4747
33088,1003823,14,1,15223
33089,1003823,15,1,16853
33090,1003823,16,9,145419
33091,1003823,17,2,18335
33092,1003823,18,15,52789
33093,1003823,2,18,234572
33094,1003823,3,4,37704
33095,1003823,4,5,12764
33096,1003823,5,28,171296
33097,1003823,6,27,446927
33098,1003823,8,133,985447
33099,1003824,1,159,1918800
33100,1003824,10,4,75632
33101,1003824,11,59,219698
33102,1003824,12,7,9478
33103,1003824,13,9,4563
33104,1003824,14,2,26201
33105,1003824,15,10,137172
33106,1003824,16,11,141597
33107,1003824,17,1,10223
33108,1003824,18,5,15482
33109,1003824,2,31,316427
33110,1003824,3,20,191929
33111,1003824,4,14,31161
33112,1003824,5,125,620986
33113,1003824,6,18,229019
33114,1003824,8,108,673940
33115,1003825,1,62,661359
33116,1003825,10,4,84154
33117,1003825,11,13,47752
33118,1003825,12,6,3287
33119,1003825,13,2,1694
33120,1003825,15,1,20752
33121,1003825,16,5,59771
33122,1003825,17,1,10363
33123,1003825,18,3,9317
33124,1003825,2,9,73162
33125,1003825,3,13,91150
33126,1003825,4,3,4210
33127,1003825,5,74,345006
33128,1003825,6,11,151960
33129,1003825,7,1,8604
33130,1003825,8,71,506404
33131,1003826,1,2,27482
33132,1003826,5,4,22690
33133,1003826,6,2,32208
33134,1003826,8,5,45433
33135,1003827,1,33,505647
33136,1003827,11,3,10727
33137,1003827,13,3,2274
33138,1003827,15,1,16767
33139,1003827,16,3,49779
33140,1003827,18,16,50808
33141,1003827,2,5,42542
33142,1003827,4,1,779
33143,1003827,5,8,46011
33144,1003827,6,9,166677
33145,1003827,8,13,99274
33146,1003828,1,12,186866
33147,1003828,10,1,23684
33148,1003828,11,1,6087
33149,1003828,15,2,37981
33150,1003828,16,1,16299
33151,1003828,2,1,9807
33152,1003828,8,3,23912
33153,1003829,1,53,602865
33154,1003829,10,7,128056
33155,1003829,11,23,107135
33156,1003829,13,3,1901
33157,1003829,14,7,75192
33158,1003829,15,3,38482
33159,1003829,16,15,166417
33160,1003829,2,6,49785
33161,1003829,3,4,35355
33162,1003829,4,3,5709
33163,1003829,5,148,790960
33164,1003829,6,26,332653
33165,1003829,7,7,117292
33166,1003829,8,145,887463
33167,1003830,1,7,96934
33168,1003830,14,3,37848
33169,1003830,16,5,86852
33170,1003830,3,1,10574
33171,1003830,4,3,5667
33172,1003830,5,16,101881
33173,1003830,6,5,97086
33174,1003830,8,31,256820
33175,1003831,1,20,260741
33176,1003831,11,4,13766
33177,1003831,13,2,1702
33178,1003831,16,4,69261
33179,1003831,2,1,6976
33180,1003831,4,1,2119
33181,1003831,5,12,53230
33182,1003831,6,6,98564
33183,1003831,8,20,162997
33184,1003832,1,4,50479
33185,1003832,11,2,13538
33186,1003832,13,1,959
33187,1003832,2,3,42281
33188,1003832,3,3,29856
33189,1003832,4,1,3542
33190,1003832,5,21,141979
33191,1003832,6,4,65719
33192,1003832,7,4,66128
33193,1003832,8,14,113690
33194,1003833,1,54,814330
33195,1003833,10,2,47244
33196,1003833,11,3,10783
33197,1003833,12,1,1383
33198,1003833,13,2,1517
33199,1003833,15,2,29561
33200,1003833,16,1,12479
33201,1003833,2,9,101216
33202,1003833,3,14,150416
33203,1003833,4,3,5635
33204,1003833,5,40,239239
33205,1003833,6,7,109930
33206,1003833,7,1,20495
33207,1003833,8,20,142051
33208,1003834,1,78,1311166
33209,1003834,11,7,42433
33210,1003834,14,2,33638
33211,1003834,15,4,72023
33212,1003834,16,3,53187
33213,1003834,18,1,3005
33214,1003834,2,21,261318
33215,1003834,3,30,335256
33216,1003834,4,18,49127
33217,1003834,5,93,703936
33218,1003834,6,11,200118
33219,1003834,7,1,21050
33220,1003834,8,40,350517
33221,1003835,1,9,159013
33222,1003835,13,1,769
33223,1003835,16,2,37204
33224,1003835,18,1,3054
33225,1003835,3,1,10858
33226,1003835,4,1,3529
33227,1003835,5,15,113963
33228,1003835,6,5,93057
33229,1003835,8,14,121360
33230,1003836,1,90,1152249
33231,1003836,10,2,47491
33232,1003836,11,23,67317
33233,1003836,13,4,2655
33234,1003836,15,1,12504
33235,1003836,16,8,108412
33236,1003836,18,1,3051
33237,1003836,2,12,124467
33238,1003836,3,9,65582
33239,1003836,4,9,19006
33240,1003836,5,57,354175
33241,1003836,6,11,149346
33242,1003836,8,52,406608
33243,1003837,1,10,137191
33244,1003837,11,6,38999
33245,1003837,13,1,946
33246,1003837,16,1,16516
33247,1003837,18,1,3092
33248,1003837,2,2,19369
33249,1003837,3,3,24132
33250,1003837,5,50,322662
33251,1003837,6,4,53009
33252,1003837,8,31,240570
33253,1003838,16,2,25102
33254,1003838,5,6,33650
33255,1003838,8,3,25532
33256,1003839,1,35,471169
33257,1003839,11,2,4679
33258,1003839,16,2,9031
33259,1003839,18,1,3841
33260,1003839,3,1,2860
33261,1003839,5,11,63681
33262,1003839,6,2,28457
33263,1003839,8,4,33794
33264,1003840,1,9,137249
33265,1003840,15,1,4775
33266,1003840,2,3,45340
33267,1003840,3,2,24088
33268,1003840,5,17,124555
33269,1003840,8,7,51908
33270,1003841,1,155,1919090
33271,1003841,10,10,184412
